Start,End,Multiday,ID,Name,Type,Description,Location,Camp,Camp website,Email,Event website
"09/01/2023, 5:00 PM","09/01/2023, 8:00 PM",Y,42978,High Chair Stilt Bar Happy Hours,Gathering/Party,"Serving up themed cocktail parties Monday-Friday, welcoming stilt walkers & low riders alike!",Red Nose District,Red Nose District,https://www.facebook.com/RedNoseDistrict/,hq@rednosedistrict.camp,https://playaevents.burningman.org/2023/playa_event/42978/
"08/28/2023, 5:00 PM","08/28/2023, 7:00 PM",Y,42866,Volunteer With Lamplighters,Ritual/Ceremony,Come and be a part of our 30th year! All welcome! Come light the city and take home a lovely charm to commemorate!,Lamplighters Chapel,Lamplighters Chapel,https://burningman.org/event/participate/volunteering/teams/lamplighters/,aydansice@gmail.com,https://playaevents.burningman.org/2023/playa_event/42866/
"08/29/2023, 5:00 PM","08/29/2023, 7:00 PM",Y,42866,Volunteer With Lamplighters,Ritual/Ceremony,Come and be a part of our 30th year! All welcome! Come light the city and take home a lovely charm to commemorate!,Lamplighters Chapel,Lamplighters Chapel,https://burningman.org/event/participate/volunteering/teams/lamplighters/,aydansice@gmail.com,https://playaevents.burningman.org/2023/playa_event/42866/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",Y,42866,Volunteer With Lamplighters,Ritual/Ceremony,Come and be a part of our 30th year! All welcome! Come light the city and take home a lovely charm to commemorate!,Lamplighters Chapel,Lamplighters Chapel,https://burningman.org/event/participate/volunteering/teams/lamplighters/,aydansice@gmail.com,https://playaevents.burningman.org/2023/playa_event/42866/
"08/31/2023, 5:00 PM","08/31/2023, 7:00 PM",Y,42866,Volunteer With Lamplighters,Ritual/Ceremony,Come and be a part of our 30th year! All welcome! Come light the city and take home a lovely charm to commemorate!,Lamplighters Chapel,Lamplighters Chapel,https://burningman.org/event/participate/volunteering/teams/lamplighters/,aydansice@gmail.com,https://playaevents.burningman.org/2023/playa_event/42866/
"09/01/2023, 5:00 PM","09/01/2023, 7:00 PM",Y,42866,Volunteer With Lamplighters,Ritual/Ceremony,Come and be a part of our 30th year! All welcome! Come light the city and take home a lovely charm to commemorate!,Lamplighters Chapel,Lamplighters Chapel,https://burningman.org/event/participate/volunteering/teams/lamplighters/,aydansice@gmail.com,https://playaevents.burningman.org/2023/playa_event/42866/
"08/28/2023, 5:00 PM","08/28/2023, 6:00 PM",N,43508,Mycodelic Mythology,Class/Workshop,"This brief, punchy, story-filled lecture will provide a whirlwind tour of the many hallowed roles of the mushroom",Mycodelic Forest,Mycodelic Forest,https://mycodelicforest.org,,https://playaevents.burningman.org/2023/playa_event/43508/
"08/28/2023, 5:00 PM","08/28/2023, 6:00 PM",N,44662,Married 'Til Monday,Ritual/Ceremony,Did you just meet your special someone for Burn Week? Make it offical and make it hotter with a Playa wedding!,The Assless Chapel,The Assless Chapel,https://www.theasslesschapel.com/,,https://playaevents.burningman.org/2023/playa_event/44662/
"08/28/2023, 5:00 PM","08/29/2023, 5:00 AM",Y,42888,"Oasis Hub, Fueled by Participation",Miscellaneous,"Look no further for an inviting public space, a Saki/ Coffee bar, open aerial rig, and parking for bikes and Art-cars.",Inspiration Oasis,Inspiration Oasis,,Yonirhythms@gmail.com,https://playaevents.burningman.org/2023/playa_event/42888/
"08/29/2023, 5:00 PM","08/30/2023, 5:00 AM",Y,42888,"Oasis Hub, Fueled by Participation",Miscellaneous,"Look no further for an inviting public space, a Saki/ Coffee bar, open aerial rig, and parking for bikes and Art-cars.",Inspiration Oasis,Inspiration Oasis,,Yonirhythms@gmail.com,https://playaevents.burningman.org/2023/playa_event/42888/
"08/30/2023, 5:00 PM","08/31/2023, 5:00 AM",Y,42888,"Oasis Hub, Fueled by Participation",Miscellaneous,"Look no further for an inviting public space, a Saki/ Coffee bar, open aerial rig, and parking for bikes and Art-cars.",Inspiration Oasis,Inspiration Oasis,,Yonirhythms@gmail.com,https://playaevents.burningman.org/2023/playa_event/42888/
"08/31/2023, 5:00 PM","09/01/2023, 5:00 AM",Y,42888,"Oasis Hub, Fueled by Participation",Miscellaneous,"Look no further for an inviting public space, a Saki/ Coffee bar, open aerial rig, and parking for bikes and Art-cars.",Inspiration Oasis,Inspiration Oasis,,Yonirhythms@gmail.com,https://playaevents.burningman.org/2023/playa_event/42888/
"09/01/2023, 5:00 PM","09/02/2023, 5:00 AM",Y,42888,"Oasis Hub, Fueled by Participation",Miscellaneous,"Look no further for an inviting public space, a Saki/ Coffee bar, open aerial rig, and parking for bikes and Art-cars.",Inspiration Oasis,Inspiration Oasis,,Yonirhythms@gmail.com,https://playaevents.burningman.org/2023/playa_event/42888/
"08/28/2023, 5:00 PM","08/28/2023, 7:00 PM",Y,46117,Sake Roulette Happy Hour,Gathering/Party,Saketinis & Dancing - Invigorate your senses with sake-based cocktails and global sounds before heading out into the evening’s adventures.,Ikigai,Ikigai,https://www.instagram.com/ikigaicamp,,https://playaevents.burningman.org/2023/playa_event/46117/
"08/29/2023, 5:00 PM","08/29/2023, 7:00 PM",Y,46117,Sake Roulette Happy Hour,Gathering/Party,Saketinis & Dancing - Invigorate your senses with sake-based cocktails and global sounds before heading out into the evening’s adventures.,Ikigai,Ikigai,https://www.instagram.com/ikigaicamp,,https://playaevents.burningman.org/2023/playa_event/46117/
"08/30/2023, 5:00 PM","08/30/2023, 7:00 PM",Y,46117,Sake Roulette Happy Hour,Gathering/Party,Saketinis & Dancing - Invigorate your senses with sake-based cocktails and global sounds before heading out into the evening’s adventures.,Ikigai,Ikigai,https://www.instagram.com/ikigaicamp,,https://playaevents.burningman.org/2023/playa_event/46117/
"08/31/2023, 5:00 PM","08/31/2023, 7:00 PM",Y,46117,Sake Roulette Happy Hour,Gathering/Party,Saketinis & Dancing - Invigorate your senses with sake-based cocktails and global sounds before heading out into the evening’s adventures.,Ikigai,Ikigai,https://www.instagram.com/ikigaicamp,,https://playaevents.burningman.org/2023/playa_event/46117/
"09/01/2023, 5:00 PM","09/01/2023, 7:00 PM",Y,46117,Sake Roulette Happy Hour,Gathering/Party,Saketinis & Dancing - Invigorate your senses with sake-based cocktails and global sounds before heading out into the evening’s adventures.,Ikigai,Ikigai,https://www.instagram.com/ikigaicamp,,https://playaevents.burningman.org/2023/playa_event/46117/
"09/02/2023, 5:00 PM","09/02/2023, 7:00 PM",Y,46117,Sake Roulette Happy Hour,Gathering/Party,Saketinis & Dancing - Invigorate your senses with sake-based cocktails and global sounds before heading out into the evening’s adventures.,Ikigai,Ikigai,https://www.instagram.com/ikigaicamp,,https://playaevents.burningman.org/2023/playa_event/46117/
"09/03/2023, 5:00 PM","09/03/2023, 7:00 PM",Y,46117,Sake Roulette Happy Hour,Gathering/Party,Saketinis & Dancing - Invigorate your senses with sake-based cocktails and global sounds before heading out into the evening’s adventures.,Ikigai,Ikigai,https://www.instagram.com/ikigaicamp,,https://playaevents.burningman.org/2023/playa_event/46117/
"08/28/2023, 5:00 PM","08/28/2023, 7:00 PM",N,42666,Wishing Well with Liz & Björn,Class/Workshop,Dare to express your wishes and experience how it feels when wishes come true or how a No can build connection too.,Camp Contact,Camp Contact,http://campcontact.org,diana.salom@gmail.com,https://playaevents.burningman.org/2023/playa_event/42666/
"08/28/2023, 5:00 PM","08/28/2023, 8:00 PM",Y,43333,Atlantis - Sunset Towers DJ Party,Gathering/Party,"Come join us in the sunken city for drinks, epic sunset playa views from our towers, vibey tunes and dancing!",Atlantis,Atlantis,http://campatlantis.com/,,https://playaevents.burningman.org/2023/playa_event/43333/
"08/30/2023, 5:00 PM","08/30/2023, 8:00 PM",Y,43333,Atlantis - Sunset Towers DJ Party,Gathering/Party,"Come join us in the sunken city for drinks, epic sunset playa views from our towers, vibey tunes and dancing!",Atlantis,Atlantis,http://campatlantis.com/,,https://playaevents.burningman.org/2023/playa_event/43333/
"08/28/2023, 5:00 PM","08/28/2023, 7:30 PM",Y,42665,Intro to Breast Self-Massage Techniques,Class/Workshop,"Enjoy this potent, sacred self-love practice with myriad benefits. Waist-up partial nudity welcome, not required.",Camp Contact,Camp Contact,http://campcontact.org,events@campcontact.org,https://playaevents.burningman.org/2023/playa_event/42665/
"08/30/2023, 5:00 PM","08/30/2023, 7:30 PM",Y,42665,Intro to Breast Self-Massage Techniques,Class/Workshop,"Enjoy this potent, sacred self-love practice with myriad benefits. Waist-up partial nudity welcome, not required.",Camp Contact,Camp Contact,http://campcontact.org,events@campcontact.org,https://playaevents.burningman.org/2023/playa_event/42665/
"08/28/2023, 5:00 PM","08/28/2023, 5:45 PM",N,44703,Divination & Intention Setting,Self Care,Start your week off right with an intention setting activity.,Lumi-Dance,Lumi-Dance,,,https://playaevents.burningman.org/2023/playa_event/44703/
"08/28/2023, 5:00 PM","08/28/2023, 6:00 PM",N,43600,Whips & Flogging 101,Class/Workshop,Learn the basics on how to safely use those stingy and thudy toys on someone's back and bottom.,pandemonium,pandemonium,https://instagram.com/pandemoniumbrc,,https://playaevents.burningman.org/2023/playa_event/43600/
"08/28/2023, 5:00 PM","08/28/2023, 7:00 PM",N,41183,Get Lit AF! Save the Darkwads Light Workshop,Class/Workshop,"Bring light to the darkside! Learn fun ways to light up your bike, backpack and clothes. Lights and batteries provided",Lit AF,Lit AF,http://camplitaf.com/,,https://playaevents.burningman.org/2023/playa_event/41183/
"08/28/2023, 5:00 PM","08/29/2023, 5:00 AM",Y,45307,Mosaic Elephant Mural painted by 144 Bali kids,Arts & Crafts,"Painted for the Burn, 144 kids of Ubud, Bali painted this mosaic, as led by a gifted international artist",I Love Elephants,I Love Elephants,https://www.elephantsnow.org/events-burningman,,https://playaevents.burningman.org/2023/playa_event/45307/
"08/29/2023, 5:00 PM","08/30/2023, 5:00 AM",Y,45307,Mosaic Elephant Mural painted by 144 Bali kids,Arts & Crafts,"Painted for the Burn, 144 kids of Ubud, Bali painted this mosaic, as led by a gifted international artist",I Love Elephants,I Love Elephants,https://www.elephantsnow.org/events-burningman,,https://playaevents.burningman.org/2023/playa_event/45307/
"08/30/2023, 5:00 PM","08/31/2023, 5:00 AM",Y,45307,Mosaic Elephant Mural painted by 144 Bali kids,Arts & Crafts,"Painted for the Burn, 144 kids of Ubud, Bali painted this mosaic, as led by a gifted international artist",I Love Elephants,I Love Elephants,https://www.elephantsnow.org/events-burningman,,https://playaevents.burningman.org/2023/playa_event/45307/
"08/31/2023, 5:00 PM","09/01/2023, 5:00 AM",Y,45307,Mosaic Elephant Mural painted by 144 Bali kids,Arts & Crafts,"Painted for the Burn, 144 kids of Ubud, Bali painted this mosaic, as led by a gifted international artist",I Love Elephants,I Love Elephants,https://www.elephantsnow.org/events-burningman,,https://playaevents.burningman.org/2023/playa_event/45307/
"09/01/2023, 5:00 PM","09/02/2023, 5:00 AM",Y,45307,Mosaic Elephant Mural painted by 144 Bali kids,Arts & Crafts,"Painted for the Burn, 144 kids of Ubud, Bali painted this mosaic, as led by a gifted international artist",I Love Elephants,I Love Elephants,https://www.elephantsnow.org/events-burningman,,https://playaevents.burningman.org/2023/playa_event/45307/
"09/02/2023, 5:00 PM","09/03/2023, 5:00 AM",Y,45307,Mosaic Elephant Mural painted by 144 Bali kids,Arts & Crafts,"Painted for the Burn, 144 kids of Ubud, Bali painted this mosaic, as led by a gifted international artist",I Love Elephants,I Love Elephants,https://www.elephantsnow.org/events-burningman,,https://playaevents.burningman.org/2023/playa_event/45307/
"09/03/2023, 5:00 PM","09/04/2023, 5:00 AM",Y,45307,Mosaic Elephant Mural painted by 144 Bali kids,Arts & Crafts,"Painted for the Burn, 144 kids of Ubud, Bali painted this mosaic, as led by a gifted international artist",I Love Elephants,I Love Elephants,https://www.elephantsnow.org/events-burningman,,https://playaevents.burningman.org/2023/playa_event/45307/
"08/28/2023, 5:00 PM","08/28/2023, 6:00 PM",N,45592,Intro to NFTs,Class/Workshop,"NFTs for art, community, title management and more! Interactive Ask Me Anything about NFTs with experts in the field",Anahasana Village,Anahasana Village,http://anahasanavillage.org,,https://playaevents.burningman.org/2023/playa_event/45592/
"08/28/2023, 5:00 PM","08/28/2023, 6:00 PM",Y,45381,Regenerative Future,Class/Workshop,Guided Journey into a Thriving Tomorrow with great speakers!,Daydream,Daydream,,,https://playaevents.burningman.org/2023/playa_event/45381/
"08/29/2023, 5:00 PM","08/29/2023, 6:00 PM",Y,45381,Regenerative Future,Class/Workshop,Guided Journey into a Thriving Tomorrow with great speakers!,Daydream,Daydream,,,https://playaevents.burningman.org/2023/playa_event/45381/
"08/30/2023, 5:00 PM","08/30/2023, 6:00 PM",Y,45381,Regenerative Future,Class/Workshop,Guided Journey into a Thriving Tomorrow with great speakers!,Daydream,Daydream,,,https://playaevents.burningman.org/2023/playa_event/45381/
"08/31/2023, 5:00 PM","08/31/2023, 6:00 PM",Y,45381,Regenerative Future,Class/Workshop,Guided Journey into a Thriving Tomorrow with great speakers!,Daydream,Daydream,,,https://playaevents.burningman.org/2023/playa_event/45381/
"09/01/2023, 5:00 PM","09/01/2023, 6:00 PM",Y,45381,Regenerative Future,Class/Workshop,Guided Journey into a Thriving Tomorrow with great speakers!,Daydream,Daydream,,,https://playaevents.burningman.org/2023/playa_event/45381/
"08/28/2023, 5:00 PM","08/28/2023, 6:00 PM",N,45588,Burner 101,Class/Workshop,"101 crash course for Birgins with stories shared, Burner Hacks and some time for questions about the unexpected journey",Lazy Skool Daze,Lazy Skool Daze,,,https://playaevents.burningman.org/2023/playa_event/45588/
"08/28/2023, 5:00 PM","08/28/2023, 6:00 PM",N,45736,Sober Connection & Icebreaker Games,Games,"Whether burning sober, curious, or connecting with others, be silly, open & real in the Pink Dome for games and joy!",Run Free Camp,Run Free Camp,,,https://playaevents.burningman.org/2023/playa_event/45736/
"08/28/2023, 5:00 PM","08/28/2023, 6:45 PM",N,44706,Murder Mystery Monday,Gathering/Party,Theres been a murder at the disco on playa! WHO DID IT? Join us for a murder mystery party props and elixir included.,Lumi-Dance,Lumi-Dance,,,https://playaevents.burningman.org/2023/playa_event/44706/
"08/28/2023, 5:00 PM","08/28/2023, 6:00 PM",N,44132,Swami Mosa Yoga,Yoga/Movement/Fitness,"Take yoga where it was never meant to go in this parody of yoga's bastardization, where the vinyasa flows like champagne",Bubbles and Bass,Bubbles and Bass,http://www.bubblesandbass.com,,https://playaevents.burningman.org/2023/playa_event/44132/
"08/28/2023, 5:00 PM","08/28/2023, 6:30 PM",Y,45559,Limoncello Aperitivo,Food & Drink,Happy hour and limoncello tasting at the Alchemy Stop Mediterranean dusty sanctuary. Come join us for a sweet peaceful e,Alchemy Stop,Alchemy Stop,,,https://playaevents.burningman.org/2023/playa_event/45559/
"08/29/2023, 5:00 PM","08/29/2023, 6:30 PM",Y,45559,Limoncello Aperitivo,Food & Drink,Happy hour and limoncello tasting at the Alchemy Stop Mediterranean dusty sanctuary. Come join us for a sweet peaceful e,Alchemy Stop,Alchemy Stop,,,https://playaevents.burningman.org/2023/playa_event/45559/
"08/31/2023, 5:00 PM","08/31/2023, 6:30 PM",Y,45559,Limoncello Aperitivo,Food & Drink,Happy hour and limoncello tasting at the Alchemy Stop Mediterranean dusty sanctuary. Come join us for a sweet peaceful e,Alchemy Stop,Alchemy Stop,,,https://playaevents.burningman.org/2023/playa_event/45559/
"09/01/2023, 5:00 PM","09/01/2023, 6:30 PM",Y,45559,Limoncello Aperitivo,Food & Drink,Happy hour and limoncello tasting at the Alchemy Stop Mediterranean dusty sanctuary. Come join us for a sweet peaceful e,Alchemy Stop,Alchemy Stop,,,https://playaevents.burningman.org/2023/playa_event/45559/
"08/28/2023, 5:15 PM","08/28/2023, 5:45 PM",Y,42094,HIIT with Cosmic Twist,Yoga/Movement/Fitness,30-minute high-intensity interval training. Come get sweaty! We'll resuscitate you after.,Cosmic Giggle,Cosmic Giggle,http://cosmicgiggle.org/,,https://playaevents.burningman.org/2023/playa_event/42094/
"08/30/2023, 5:15 PM","08/30/2023, 5:45 PM",Y,42094,HIIT with Cosmic Twist,Yoga/Movement/Fitness,30-minute high-intensity interval training. Come get sweaty! We'll resuscitate you after.,Cosmic Giggle,Cosmic Giggle,http://cosmicgiggle.org/,,https://playaevents.burningman.org/2023/playa_event/42094/
"09/01/2023, 5:15 PM","09/01/2023, 5:45 PM",Y,42094,HIIT with Cosmic Twist,Yoga/Movement/Fitness,30-minute high-intensity interval training. Come get sweaty! We'll resuscitate you after.,Cosmic Giggle,Cosmic Giggle,http://cosmicgiggle.org/,,https://playaevents.burningman.org/2023/playa_event/42094/
"08/28/2023, 5:30 PM","08/28/2023, 10:00 PM",Y,42559,Couples Tantric Massages in Group Setting Tent,Mature Audiences,"Dive into your eroticism by letting your hands unlock your partner's sexual fantasies. Oils provided, bring towels!",Cuddle Oasis,Cuddle Oasis,,,https://playaevents.burningman.org/2023/playa_event/42559/
"08/29/2023, 5:30 PM","08/29/2023, 10:00 PM",Y,42559,Couples Tantric Massages in Group Setting Tent,Mature Audiences,"Dive into your eroticism by letting your hands unlock your partner's sexual fantasies. Oils provided, bring towels!",Cuddle Oasis,Cuddle Oasis,,,https://playaevents.burningman.org/2023/playa_event/42559/
"08/30/2023, 5:30 PM","08/30/2023, 10:00 PM",Y,42559,Couples Tantric Massages in Group Setting Tent,Mature Audiences,"Dive into your eroticism by letting your hands unlock your partner's sexual fantasies. Oils provided, bring towels!",Cuddle Oasis,Cuddle Oasis,,,https://playaevents.burningman.org/2023/playa_event/42559/
"08/31/2023, 5:30 PM","08/31/2023, 10:00 PM",Y,42559,Couples Tantric Massages in Group Setting Tent,Mature Audiences,"Dive into your eroticism by letting your hands unlock your partner's sexual fantasies. Oils provided, bring towels!",Cuddle Oasis,Cuddle Oasis,,,https://playaevents.burningman.org/2023/playa_event/42559/
"08/28/2023, 5:30 PM","08/28/2023, 8:30 PM",Y,45223,Interactive story telling,Miscellaneous,Your journey plotted on the Story Board.,Nothing Butt Art,Nothing Butt Art,,,https://playaevents.burningman.org/2023/playa_event/45223/
"08/30/2023, 5:30 PM","08/30/2023, 8:30 PM",Y,45223,Interactive story telling,Miscellaneous,Your journey plotted on the Story Board.,Nothing Butt Art,Nothing Butt Art,,,https://playaevents.burningman.org/2023/playa_event/45223/
"08/31/2023, 5:30 PM","08/31/2023, 8:30 PM",Y,45223,Interactive story telling,Miscellaneous,Your journey plotted on the Story Board.,Nothing Butt Art,Nothing Butt Art,,,https://playaevents.burningman.org/2023/playa_event/45223/
"09/01/2023, 5:30 PM","09/01/2023, 8:30 PM",Y,45223,Interactive story telling,Miscellaneous,Your journey plotted on the Story Board.,Nothing Butt Art,Nothing Butt Art,,,https://playaevents.burningman.org/2023/playa_event/45223/
"09/02/2023, 5:30 PM","09/02/2023, 8:30 PM",Y,45223,Interactive story telling,Miscellaneous,Your journey plotted on the Story Board.,Nothing Butt Art,Nothing Butt Art,,,https://playaevents.burningman.org/2023/playa_event/45223/
"08/28/2023, 5:30 PM","08/28/2023, 7:30 PM",Y,42569,Art Discovery Walking Tour,Arts & Crafts,Join a trained ARTery guide to explore the art projects on the inner playa on foot. It's a great time to take pictures.,Pink ADT sign across from the ARTery Pavilion. 6:30 and Esplanade.,,,,https://playaevents.burningman.org/2023/playa_event/42569/
"08/29/2023, 5:30 PM","08/29/2023, 7:30 PM",Y,42569,Art Discovery Walking Tour,Arts & Crafts,Join a trained ARTery guide to explore the art projects on the inner playa on foot. It's a great time to take pictures.,Pink ADT sign across from the ARTery Pavilion. 6:30 and Esplanade.,,,,https://playaevents.burningman.org/2023/playa_event/42569/
"08/30/2023, 5:30 PM","08/30/2023, 7:30 PM",Y,42569,Art Discovery Walking Tour,Arts & Crafts,Join a trained ARTery guide to explore the art projects on the inner playa on foot. It's a great time to take pictures.,Pink ADT sign across from the ARTery Pavilion. 6:30 and Esplanade.,,,,https://playaevents.burningman.org/2023/playa_event/42569/
"08/31/2023, 5:30 PM","08/31/2023, 7:30 PM",Y,42569,Art Discovery Walking Tour,Arts & Crafts,Join a trained ARTery guide to explore the art projects on the inner playa on foot. It's a great time to take pictures.,Pink ADT sign across from the ARTery Pavilion. 6:30 and Esplanade.,,,,https://playaevents.burningman.org/2023/playa_event/42569/
"08/28/2023, 5:30 PM","08/28/2023, 8:00 PM",Y,44928,Your own fire inferno!,Fire/Spectacle,Play your own flames to blazing beats dancing into the sunset! Come feel the heat and control your own 20-foot inferno!,HELLvetica,HELLvetica,https://hellveticacamp.com/,,https://playaevents.burningman.org/2023/playa_event/44928/
"08/30/2023, 5:30 PM","08/30/2023, 8:00 PM",Y,44928,Your own fire inferno!,Fire/Spectacle,Play your own flames to blazing beats dancing into the sunset! Come feel the heat and control your own 20-foot inferno!,HELLvetica,HELLvetica,https://hellveticacamp.com/,,https://playaevents.burningman.org/2023/playa_event/44928/
"09/01/2023, 5:30 PM","09/01/2023, 8:00 PM",Y,44928,Your own fire inferno!,Fire/Spectacle,Play your own flames to blazing beats dancing into the sunset! Come feel the heat and control your own 20-foot inferno!,HELLvetica,HELLvetica,https://hellveticacamp.com/,,https://playaevents.burningman.org/2023/playa_event/44928/
"08/28/2023, 5:30 PM","08/28/2023, 7:30 PM",Y,41783,Fortune Cookie Frenzy Bar,Food & Drink,"Embark on a quest, savor Asian herb wines, conquer outrageous daring challenges hidden in fortune cookies",United Fuckers Market,United Fuckers Market,http://infinite.land,,https://playaevents.burningman.org/2023/playa_event/41783/
"08/29/2023, 5:30 PM","08/29/2023, 7:30 PM",Y,41783,Fortune Cookie Frenzy Bar,Food & Drink,"Embark on a quest, savor Asian herb wines, conquer outrageous daring challenges hidden in fortune cookies",United Fuckers Market,United Fuckers Market,http://infinite.land,,https://playaevents.burningman.org/2023/playa_event/41783/
"09/01/2023, 5:30 PM","09/01/2023, 7:30 PM",Y,41783,Fortune Cookie Frenzy Bar,Food & Drink,"Embark on a quest, savor Asian herb wines, conquer outrageous daring challenges hidden in fortune cookies",United Fuckers Market,United Fuckers Market,http://infinite.land,,https://playaevents.burningman.org/2023/playa_event/41783/
"08/28/2023, 5:30 PM","08/28/2023, 7:00 PM",N,45392,Knife play 101,Mature Audiences,Are you interested in how knives and kink interact? Want to see how they feel? Come join us to learn the basics.,Suspended Animation,Suspended Animation,http://www.suspendedanimationcrew.com,,https://playaevents.burningman.org/2023/playa_event/45392/
"08/28/2023, 5:30 PM","08/28/2023, 7:30 PM",N,45035,Temple Opening Ceremony Ride Out,Ritual/Ceremony,"Meet up with a group of lovely humans, set an intention for the week & ride out together for the temple opening ceremony",Square One,Square One,https://www.facebook.com/SquareOneCamp/,,https://playaevents.burningman.org/2023/playa_event/45035/
"08/28/2023, 5:30 PM","08/28/2023, 8:00 PM",N,44158,Gay Conversion Therapy/Gay Card Party,Gathering/Party,"Become a card-carrying gay or get converted to embrace the glamorous gay life! Full bar, playa names, outfit exchange.",Burner Buddies,Burner Buddies,https://www.facebook.com/groups/burnerbuddies,,https://playaevents.burningman.org/2023/playa_event/44158/
"08/28/2023, 5:30 PM","08/28/2023, 6:30 PM",N,45825,Sip and Savasana: Way of the Warrior,Yoga/Movement/Fitness,"Grab some mead and move with your tribe! Vinyasa flow to hype you up for the quest ahead, build strength and unity.",MythMaker,MythMaker,,,https://playaevents.burningman.org/2023/playa_event/45825/
"08/28/2023, 6:00 PM","08/29/2023, 12:00 AM",Y,44403,Boat Rentals,Games,Motoring about? Put some wind back in your sails with craft cocktails on our dock. Spin the Wheel of Ambiguous Fortune!,Black Rock Boat Rentals,Black Rock Boat Rentals,,,https://playaevents.burningman.org/2023/playa_event/44403/
"08/29/2023, 6:00 PM","08/30/2023, 12:00 AM",Y,44403,Boat Rentals,Games,Motoring about? Put some wind back in your sails with craft cocktails on our dock. Spin the Wheel of Ambiguous Fortune!,Black Rock Boat Rentals,Black Rock Boat Rentals,,,https://playaevents.burningman.org/2023/playa_event/44403/
"08/30/2023, 6:00 PM","08/31/2023, 12:00 AM",Y,44403,Boat Rentals,Games,Motoring about? Put some wind back in your sails with craft cocktails on our dock. Spin the Wheel of Ambiguous Fortune!,Black Rock Boat Rentals,Black Rock Boat Rentals,,,https://playaevents.burningman.org/2023/playa_event/44403/
"08/31/2023, 6:00 PM","09/01/2023, 12:00 AM",Y,44403,Boat Rentals,Games,Motoring about? Put some wind back in your sails with craft cocktails on our dock. Spin the Wheel of Ambiguous Fortune!,Black Rock Boat Rentals,Black Rock Boat Rentals,,,https://playaevents.burningman.org/2023/playa_event/44403/
"09/01/2023, 6:00 PM","09/02/2023, 12:00 AM",Y,44403,Boat Rentals,Games,Motoring about? Put some wind back in your sails with craft cocktails on our dock. Spin the Wheel of Ambiguous Fortune!,Black Rock Boat Rentals,Black Rock Boat Rentals,,,https://playaevents.burningman.org/2023/playa_event/44403/
"08/28/2023, 6:00 PM","08/28/2023, 11:00 PM",N,41867,United Ukrainians Party,Gathering/Party,"Welcome to all Ukrainians at Burning Man! Join our social mixer, meet, connect, and embrace the lively atmosphere.",Kurenivka,Kurenivka,https://kurenivka.ua,,https://playaevents.burningman.org/2023/playa_event/41867/
"08/28/2023, 6:00 PM","08/28/2023, 8:00 PM",Y,45943,TACO NIGHT,Food & Drink,"Our tacos will feature all the fixins, a veg option, and a specially prepared taco shell that is our signature. YUM!!!!!",Tac-O-Cat,Tac-O-Cat,,,https://playaevents.burningman.org/2023/playa_event/45943/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",Y,45943,TACO NIGHT,Food & Drink,"Our tacos will feature all the fixins, a veg option, and a specially prepared taco shell that is our signature. YUM!!!!!",Tac-O-Cat,Tac-O-Cat,,,https://playaevents.burningman.org/2023/playa_event/45943/
"09/01/2023, 6:00 PM","09/01/2023, 8:00 PM",Y,45943,TACO NIGHT,Food & Drink,"Our tacos will feature all the fixins, a veg option, and a specially prepared taco shell that is our signature. YUM!!!!!",Tac-O-Cat,Tac-O-Cat,,,https://playaevents.burningman.org/2023/playa_event/45943/
"08/28/2023, 6:00 PM","08/28/2023, 8:00 PM",N,41885,Ecstatic Dance: Photosynthesis with Carolyn,Yoga/Movement/Fitness,"Just as plants do, we can pull energy from the sun and allow it to transform us. Let's dance to honor and harness the sun.",Camp Contact,Camp Contact,http://campcontact.org,events@campcontact.org,https://playaevents.burningman.org/2023/playa_event/41885/
"08/28/2023, 6:00 PM","08/28/2023, 7:00 PM",N,44665,Open Hours Weddings,Ritual/Ceremony,Never trust an officiant who won't show you their ass. Playa weddings free of ass coverings.,The Assless Chapel,The Assless Chapel,https://www.theasslesschapel.com/,,https://playaevents.burningman.org/2023/playa_event/44665/
"08/28/2023, 6:00 PM","08/28/2023, 8:00 PM",Y,41915,Decade disco!,Gathering/Party,"""Every day we celebrate a decade, starting with the 50s and working our way thru to the 2000s!",Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41915/
"09/01/2023, 6:00 PM","09/01/2023, 8:00 PM",Y,41915,Decade disco!,Gathering/Party,"""Every day we celebrate a decade, starting with the 50s and working our way thru to the 2000s!",Orphan Asylum,Orphan Asylum,http://www.orphanasylum.com,,https://playaevents.burningman.org/2023/playa_event/41915/
"08/28/2023, 6:00 PM","08/28/2023, 8:00 PM",Y,41808,Yummy Potstickers!,Food & Drink,Serving up delicious Potstickers for all to partake. Please bring your own plate/fork. Radical Self-Reliance!,Porta Party,Porta Party,http://www.campporta.org,,https://playaevents.burningman.org/2023/playa_event/41808/
"08/29/2023, 6:00 PM","08/29/2023, 8:00 PM",Y,41808,Yummy Potstickers!,Food & Drink,Serving up delicious Potstickers for all to partake. Please bring your own plate/fork. Radical Self-Reliance!,Porta Party,Porta Party,http://www.campporta.org,,https://playaevents.burningman.org/2023/playa_event/41808/
